State,Program,Service Category,Notes,Total Computable,Federal Share,Federal Share Medicaid,Federal Share ARRA,Federal Share BIPP,State Share,Year,Location
North Carolina,Administration,Design Development/Installation of Medicaid Elig. Determ. Sys. – Cost of In-house Activities,,22465716,20219145,,,,2246571,2016,"North Carolina
(35.47995, -79.180571)"
Colorado,Medical Assistance Program,Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Oklahoma,Medical Assistance Program,T-Medicare - Part B,,0,0,0,0,0,0,2016,"Oklahoma
(35.468494, -97.521264)"
Rhode Island,Medical Assistance Program,T-Private Duty Nursing,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Connecticut,Medical Assistance Program,Laboratory/Radiological,,44362969,31491118,31491118,0,0,12871851,2016,"Connecticut
(41.544654, -72.651713)"
Delaware,Medical Assistance Program,C-Increased ACA OFFSET - MCO - 100%,,-2875,-2875,-2875,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Northern Mariana Islands,Medical Assistance Program,T-Home & Community-Based Services - Reg. Pay. (Waiv),,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Hawaii,Medical Assistance Program,C-Balance,,51445463,44944383,44944383,0,0,6501080,2016,"Hawaii
(21.30992, -157.858158)"
South Dakota,Administration,TANF Secondary 90%,,0,0,,,,0,2016,"South Dakota
(44.35371, -100.373709)"
New Jersey,Administration,Peer Review Organizations,,943237,707429,,,,235808,2016,"New Jersey
(40.104655, -74.386686)"
Washington,Administration,Mechanized Systems - Not Approved under MMIS Procedures: Interagency,,0,0,,,,0,2016,"Washington
(47.517368, -120.467672)"
Nebraska,Medical Assistance Program,Balance,,2006615023,1029391914,1029522641,-130727,0,977223109,2016,"Nebraska
(41.640503, -99.367122)"
Vermont,Medical Assistance Program,T-Home Health Services,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Maryland,Medical Assistance Program,C-Dental Services,,43792492,38537392,38537392,0,0,5255100,2016,"Maryland
(39.290443, -76.612333)"
Minnesota,Medical Assistance Program,C-Premiums: Up To 150% - Cost Sharing Offset,,0,0,0,0,0,0,2016,"Minnesota
(46.357661, -94.793397)"
New Mexico,Medical Assistance Program,T-Federally-Qualified Health Center,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Arizona,Medical Assistance Program,Total Not Newly,,2077960786,1887026879,1887026879,0,0,190933907,2016,"Arizona
(34.869712, -111.760902)"
Mississippi,Administration,Approved MMIS: Inhouse,,1632712,1224535,,,,408177,2016,"Mississippi
(32.738663, -89.537312)"
Arizona,Medical Assistance Program,Intermediate Care - Private,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
Utah,Medical Assistance Program,MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
Texas,Medical Assistance Program,C-Case Management,,75004,68329,68329,0,0,6675,2016,"Texas
(31.827233, -99.423022)"
Nevada,Medical Assistance Program,T-Nurse Practitioner Services,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
North Dakota,Medical Assistance Program,T-MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Montana,Administration,Immigration Status,,0,0,,,,0,2016,"Montana
(47.062617, -109.430168)"
Louisiana,Medical Assistance Program,T-Prepaid Ambulatory Health Plan,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Delaware,Medical Assistance Program,T-Mental Health Facility Services - Reg. Payments,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
South Carolina,Medical Assistance Program,T-Medicaid - Group Health,,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Georgia,Medical Assistance Program,C-Inpatient Hospital Services - DSH,,0,0,0,0,0,0,2016,"Georgia
(32.836038, -83.631709)"
Guam,Medical Assistance Program,T-Increased ACA OFFSET - MCO,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Pennsylvania,Medical Assistance Program,C-Home and Community-Based Services - Regular Payment (WAIVER),,0,0,0,0,0,0,2016,"Pennsylvania
(40.789676, -77.858055)"
American Samoa,Administration,Eligibility Determination Staff – Cost of In-house Activities,,0,0,,,,0,2016,American Samoa
Illinois,Administration,TANF Secondary 90%,,0,0,,,,0,2016,"Illinois
(40.477092, -88.993221)"
Indiana,Medical Assistance Program,Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"Indiana
(39.76845, -86.156212)"
Mississippi,Medical Assistance Program,Rural Health,,12171952,9069134,9069134,0,0,3102818,2016,"Mississippi
(32.738663, -89.537312)"
Guam,Medical Assistance Program,T-Nurse Mid-Wife,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
New Mexico,Medical Assistance Program,Physician & Surgical Services - Evaluation and Management,,217220,217214,217214,0,0,6,2016,"New Mexico
(34.520396, -106.244402)"
Virginia,Medical Assistance Program,Clinic Services,,30493468,15266281,15266281,0,0,15227187,2016,"Virginia
(37.542699, -78.45822)"
Wisconsin,Medical Assistance Program,Nursing Facility Services - Sup. Payments,,40754272,23737655,23737655,0,0,17016617,2016,"Wisconsin
(44.395526, -89.834513)"
Utah,Medical Assistance Program,"T-MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
Nevada,Medical Assistance Program,T-Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
Arizona,Medical Assistance Program,T-Nursing Facility Services - Reg. Payments,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
Arkansas,Medical Assistance Program,T-Home & Community Based Services State Plan 1915(k) Community First Choice,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
Massachusetts,Medical Assistance Program,T-MCO PIHP - Community First Choice,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Utah,Medical Assistance Program,T-Total Net Expenditures,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
Arizona,Medical Assistance Program,School Based Services,,77934860,52493249,52493249,0,0,25441611,2016,"Arizona
(34.869712, -111.760902)"
Florida,Medical Assistance Program,T-Physician & Surgical Services - Sup. Payments,,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Maine,Administration,Operation of an Approved Medicaid Eligibility Determination Sys. – Cost of Private Sec. Contractors,,0,0,,,,0,2016,"Maine
(45.252223, -68.986647)"
North Carolina,Medical Assistance Program,T-Inpatient Hospital - Reg. Payments,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
Michigan,Medical Assistance Program,T-Medicare - Part B,,0,0,0,0,0,0,2016,"Michigan
(44.66399, -84.711206)"
Illinois,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"Illinois
(40.477092, -88.993221)"
Tennessee,Administration,Operation of an Approved Medicaid Eligibility Determination Systems – Cost of In-house Activities,,5152901,3864677,,,,1288224,2016,"Tennessee
(35.681402, -85.774444)"
North Dakota,Medical Assistance Program,T-Increased ACA OFFSET - Fee for Service,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Kansas,Medical Assistance Program,T-Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Maryland,Medical Assistance Program,Other Practitioners Services - Reg. Payments,,20983462,12800244,12800244,0,0,8183218,2016,"Maryland
(39.290443, -76.612333)"
Puerto Rico,Administration,HIT: Implementation and Operation: Cost of Private Contractors,,1728666,1555799,,,,172867,2016,"Puerto Rico
(18.215692, -66.414655)"
Kentucky,Administration,External Review,,770296,577726,,,,192570,2016,"Kentucky
(37.64591, -84.774043)"
Alaska,Administration,Total Net Expenditures,,143754108,85517547,,,,58236561,2016,"Alaska
(64.836661, -147.738891)"
Vermont,Medical Assistance Program,T-Mental Health Facility - DSH,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Michigan,Medical Assistance Program,"Services for Speech, Hearing & Language",,252269,181232,181232,0,0,71037,2016,"Michigan
(44.66399, -84.711206)"
Florida,Medical Assistance Program,Medicaid - MCO,,15686446774,9526267271,9526267271,0,0,6160179503,2016,"Florida
(28.915325, -81.922409)"
Maine,Medical Assistance Program,Personal Care Services - Reg. Payments,,71238515,44636698,44650631,-60,-13873,26601817,2016,"Maine
(45.252223, -68.986647)"
North Dakota,Medical Assistance Program,C-Physician/Surgical,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Virginia,Administration,TPL - Recovery,,0,0,,,,0,2016,"Virginia
(37.542699, -78.45822)"
Maryland,Medical Assistance Program,T-Inpatient Hospital - DSH,,0,0,0,0,0,0,2016,"Maryland
(39.290443, -76.612333)"
New Mexico,Medical Assistance Program,Mental Health Facility Services - Reg. Payments,,2218862,1689641,1689641,0,0,529221,2016,"New Mexico
(34.520396, -106.244402)"
Tennessee,Medical Assistance Program,C-Increased ACA OFFSET - MCO - 100%,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Montana,Medical Assistance Program,T-Personal Care Services - Reg. Payments,,0,0,0,0,0,0,2016,"Montana
(47.062617, -109.430168)"
Nebraska,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,50586371,44292440,44292440,0,0,6293931,2016,"Nebraska
(41.640503, -99.367122)"
South Dakota,Medical Assistance Program,Total Newly Eligible,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Delaware,Medical Assistance Program,T-120% - 134% Of Poverty,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
North Carolina,Medical Assistance Program,Targeted Case Management Services - Com. Case-Man.,,13325097,8831880,8831880,0,0,4493217,2016,"North Carolina
(35.47995, -79.180571)"
Texas,Medical Assistance Program,T-Physician & Surgical Services - Evaluation and Management,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
Utah,Administration,Immigration Status,,0,0,,,,0,2016,"Utah
(39.359772, -111.584173)"
Alabama,Medical Assistance Program,Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Rhode Island,Medical Assistance Program,C-Outpatient Mental Health,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Alaska,Medical Assistance Program,"Medicaid MCO - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Florida,Medical Assistance Program,C-MCO - National,,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Maine,Medical Assistance Program,T-Other Practitioners Services - Reg. Payments,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Washington,Medical Assistance Program,T-MCO PAHP - Vaccine codes,,0,0,0,0,0,0,2016,"Washington
(47.517368, -120.467672)"
Tennessee,Medical Assistance Program,"Services for Speech, Hearing & Language",,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Washington,Medical Assistance Program,T-Inpatient Hospital - DSH,,0,0,0,0,0,0,2016,"Washington
(47.517368, -120.467672)"
California,Administration,External Review,,2833976,2125487,,,,708489,2016,"California
(37.640735, -121.002435)"
Florida,Medical Assistance Program,C-Other Practitioners,,18234,17408,17408,0,0,826,2016,"Florida
(28.915325, -81.922409)"
Delaware,Medical Assistance Program,Inpatient Hospital - GME Payments,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Kansas,Medical Assistance Program,T-Other Practitioners Services - Reg. Payments,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Connecticut,Medical Assistance Program,C-Inpatient Hospital Services - DSH,,0,0,0,0,0,0,2016,"Connecticut
(41.544654, -72.651713)"
Arkansas,Medical Assistance Program,T-Medicare - Part A,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
Mississippi,Medical Assistance Program,"T-Prosthetic Devices, Dentures, Eyeglasses",,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
West Virginia,Medical Assistance Program,C-Hospice,,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
California,Medical Assistance Program,T-Inpatient Hospital - Reg. Payments,,0,0,0,0,0,0,2016,"California
(37.640735, -121.002435)"
Georgia,Medical Assistance Program,"Services for Speech, Hearing & Language",,0,0,0,0,0,0,2016,"Georgia
(32.836038, -83.631709)"
Michigan,Medical Assistance Program,T-Occupational Therapy,,0,0,0,0,0,0,2016,"Michigan
(44.66399, -84.711206)"
Ohio,Medical Assistance Program,C-Outpatient Mental Health,,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
Tennessee,Medical Assistance Program,C-Inpatient Hospital Services - Reg. Payments,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Connecticut,Medical Assistance Program,C-Medicare Payments,,0,0,0,0,0,0,2016,"Connecticut
(41.544654, -72.651713)"
District of Columbia,Medical Assistance Program,Prescribed Drugs,,206447199,158573132,158573132,0,0,47874067,2016,"District of Columbia
(38.892062, -77.019912)"
Wyoming,Medical Assistance Program,Physician & Surgical Services - Evaluation and Management,,2393,2393,2393,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
District of Columbia,Medical Assistance Program,T-MCO - National Agreement,,0,0,0,0,0,0,2016,"District of Columbia
(38.892062, -77.019912)"
Ohio,Medical Assistance Program,T-Emergency Hospital Services,,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
Montana,Administration,Total Net Expenditures,,84036816,58042967,,,,25993849,2016,"Montana
(47.062617, -109.430168)"
Washington,Medical Assistance Program,Health Home w Chronic Conditions,,8016258,4357316,4357316,0,0,3658942,2016,"Washington
(47.517368, -120.467672)"
Pennsylvania,Administration,Immigration Status,,199462,199462,,,,0,2016,"Pennsylvania
(40.789676, -77.858055)"
Georgia,Administration,TPL - Assignment Of Rights,,0,0,,,,0,2016,"Georgia
(32.836038, -83.631709)"
Illinois,Medical Assistance Program,Medicare - Part A,,10404854,5295029,5295029,0,0,5109825,2016,"Illinois
(40.477092, -88.993221)"
Arkansas,Medical Assistance Program,T-Inpatient Hospital - Reg. Payments,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
Virgin Islands,Medical Assistance Program,MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Puerto Rico,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,190038591,174690671,174690671,0,0,15347920,2016,"Puerto Rico
(18.215692, -66.414655)"
Maine,Medical Assistance Program,T-EPSDT Screening,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Massachusetts,Medical Assistance Program,T-MCO PIHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Utah,Medical Assistance Program,C-Collections,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
South Carolina,Medical Assistance Program,C-Premiums: Over 150% - Gross Premiums Paid,,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Montana,Medical Assistance Program,T-Nurse Mid-Wife,,0,0,0,0,0,0,2016,"Montana
(47.062617, -109.430168)"
Illinois,Administration,CVT Development CHIPRA,,0,0,,,,0,2016,"Illinois
(40.477092, -88.993221)"
Colorado,Medical Assistance Program,Non-Emergency Medical Transportation,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
District of Columbia,Administration,Nurse Aide Training Costs,,0,0,,,,0,2016,"District of Columbia
(38.892062, -77.019912)"
Guam,Administration,Recovery Audit Contractors Contigency Fee,,0,0,,,,0,2016,"Guam
(13.3532, 144.653198)"
Alaska,Medical Assistance Program,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Wyoming,Medical Assistance Program,T-Nursing Facility Services - Reg. Payments,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Nevada,Medical Assistance Program,C-Prescribed Drugs,,570874,562009,562009,0,0,8865,2016,"Nevada
(39.491833, -117.070159)"
Hawaii,Medical Assistance Program,T-Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"Hawaii
(21.30992, -157.858158)"
Oklahoma,Medical Assistance Program,Inpatient Hospital - DSH,,40615232,24771230,24771230,0,0,15844002,2016,"Oklahoma
(35.468494, -97.521264)"
Northern Mariana Islands,Medical Assistance Program,T-Home Health Services,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Mississippi,Medical Assistance Program,C-Case Management,,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
Vermont,Medical Assistance Program,C-Premiums: Over 150% - Gross Premiums Paid,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Texas,Medical Assistance Program,T-Medicaid - Other,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
California,Administration,Health Insurance Technology Administration,,0,0,,,,0,2016,"California
(37.640735, -121.002435)"
Georgia,Administration,"Program Integrity/Fraud, Waste, and Abuse Activities",,0,0,,,,0,2016,"Georgia
(32.836038, -83.631709)"
Maryland,Administration,TANF Secondary 75%,,0,0,,,,0,2016,"Maryland
(39.290443, -76.612333)"
Minnesota,Medical Assistance Program,T-MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Minnesota
(46.357661, -94.793397)"
Nevada,Medical Assistance Program,T-Medicare - Part A,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
Guam,Medical Assistance Program,"Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Illinois,Administration,Total Net Expenditures,,991851983,580547485,,,,411304498,2016,"Illinois
(40.477092, -88.993221)"
Vermont,Administration,County/Local ADM Costs,,0,0,,,,0,2016,"Vermont
(43.622479, -72.51927)"
Washington,Medical Assistance Program,T-Nursing Facility Services - Sup. Payments,,0,0,0,0,0,0,2016,"Washington
(47.517368, -120.467672)"
Texas,Medical Assistance Program,C-Balance,,437320291,406135213,406135213,0,0,31185078,2016,"Texas
(31.827233, -99.423022)"
New Jersey,Medical Assistance Program,C-Outpatient Mental Health,,438862,386198,386198,0,0,52664,2016,"New Jersey
(40.104655, -74.386686)"
Virginia,Medical Assistance Program,C-Outpatient Hospital Services,,904520,795978,795978,0,0,108542,2016,"Virginia
(37.542699, -78.45822)"
Georgia,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"Georgia
(32.836038, -83.631709)"
Arizona,Medical Assistance Program,C-Inpatient Mental Health - Reg. Payment,,155303,155303,155303,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
Connecticut,Medical Assistance Program,Sterilizations,,3965315,2026713,2026713,0,0,1938602,2016,"Connecticut
(41.544654, -72.651713)"
Georgia,Medical Assistance Program,C-Laboratory/Radiological Services,,23059,23059,23059,0,0,0,2016,"Georgia
(32.836038, -83.631709)"
American Samoa,Medical Assistance Program,Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,American Samoa
North Carolina,Administration,Non-Emergency Medical Transportation,,-39001,-19501,,,,-19500,2016,"North Carolina
(35.47995, -79.180571)"
Alaska,Medical Assistance Program,Freestanding Birth Center,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
California,Medical Assistance Program,C-Other Services,,244565497,186913181,186913181,0,0,57652316,2016,"California
(37.640735, -121.002435)"
South Dakota,Medical Assistance Program,MCO PAHP - Community First Choice,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Kentucky,Medical Assistance Program,"MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Idaho,Administration,Design Development/Installation of Medicaid Elig. Determ. Sys. – Cost of Private Sec. Contractors,,7043729,6339356,,,,704373,2016,"Idaho
(43.680635, -114.364237)"
Kansas,Medical Assistance Program,Total VIII Group,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Minnesota,Administration,TANF Base,,0,0,,,,0,2016,"Minnesota
(46.357661, -94.793397)"
Alabama,Administration,HIT Incentive Payments: Eligible Hospitals,,1837368,1837368,,,,0,2016,"Alabama
(32.839182, -86.631125)"
Louisiana,Medical Assistance Program,T-Inpatient Hospital - GME Payments,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Minnesota,Medical Assistance Program,School Based Services,,90451033,45225531,45225531,0,0,45225502,2016,"Minnesota
(46.357661, -94.793397)"
Rhode Island,Medical Assistance Program,Physician & Surgical Services - Sup. Payments,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Guam,Medical Assistance Program,Clinic Services,,223760,149381,149381,0,0,74379,2016,"Guam
(13.3532, 144.653198)"
New Hampshire,Administration,MMIS - Inhouse Activities,,173290,155963,,,,17327,2016,"New Hampshire
(43.657736, -71.500736)"
Virginia,Medical Assistance Program,"T-MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Virginia
(37.542699, -78.45822)"
Hawaii,Administration,Approved MMIS: Inhouse,,0,0,,,,0,2016,"Hawaii
(21.30992, -157.858158)"
Connecticut,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"Connecticut
(41.544654, -72.651713)"
Puerto Rico,Medical Assistance Program,T-Drug Rebate Offset - State Sidebar Agreement,,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
New Jersey,Medical Assistance Program,Occupational Therapy,,211967,145702,145702,0,0,66265,2016,"New Jersey
(40.104655, -74.386686)"
Massachusetts,Medical Assistance Program,C-MCO - National,,-3119560,-2745213,-2745213,0,0,-374347,2016,"Massachusetts
(42.268546, -72.085064)"
Utah,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,59218996,59192892,59192892,0,0,26104,2016,"Utah
(39.359772, -111.584173)"
Colorado,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,,2244617,1138469,1138469,0,0,1106148,2016,"Colorado
(38.841772, -106.132562)"
Nevada,Medical Assistance Program,C-Premiums: Up To 150% - Cost Sharing Offset,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
Arkansas,Medical Assistance Program,T-Other Practitioners Services - Reg. Payments,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
Rhode Island,Medical Assistance Program,Physician & Surgical Services - Vaccine codes,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Connecticut,Medical Assistance Program,T-Occupational Therapy,,0,0,0,0,0,0,2016,"Connecticut
(41.544654, -72.651713)"
Alabama,Medical Assistance Program,MCO PIHP - Community First Choice,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Arkansas,Medical Assistance Program,C-Increased ACA OFFSET - Fee for Service,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
Colorado,Medical Assistance Program,Emergency Services for Undocumented Aliens,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Northern Mariana Islands,Medical Assistance Program,120% - 134% Of Poverty,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Vermont,Medical Assistance Program,C-Abortions,,634,575,575,0,0,59,2016,"Vermont
(43.622479, -72.51927)"
Idaho,Medical Assistance Program,Emergency Services for Undocumented Aliens,,4932810,3514134,3514134,0,0,1418676,2016,"Idaho
(43.680635, -114.364237)"
Nevada,Medical Assistance Program,C-Family Planning,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
South Carolina,Medical Assistance Program,T-Drug Rebate Offset - National,,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Massachusetts,Medical Assistance Program,T-Non-Emergency Medical Transportation,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Illinois,Medical Assistance Program,Intermediate Care - Private,,315583541,161209967,161210288,-321,0,154373574,2016,"Illinois
(40.477092, -88.993221)"
Kentucky,Medical Assistance Program,Diagnostic Screening & Preventive Services,,353213,252721,252721,0,0,100492,2016,"Kentucky
(37.64591, -84.774043)"
Virgin Islands,Medical Assistance Program,C-Outpatient Hospital Services,,1130129,1034068,1034068,0,0,96061,2016,"Virgin Islands
(18.060868, -64.840836)"
Vermont,Administration,Outstationed Eligibility,,0,0,,,,0,2016,"Vermont
(43.622479, -72.51927)"
North Dakota,Administration,Eligibility Determination Staff – Cost of Private Sector Contractors – 50% FFP,,0,0,,,,0,2016,"North Dakota
(47.475879, -100.121011)"
Indiana,Administration,Eligibility Determination Staff – Cost of Private Sector Contractors,,137227782,102920837,,,,34306945,2016,"Indiana
(39.76845, -86.156212)"
Oklahoma,Administration,External Review,,0,0,,,,0,2016,"Oklahoma
(35.468494, -97.521264)"
District of Columbia,Medical Assistance Program,T-MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"District of Columbia
(38.892062, -77.019912)"
Wyoming,Medical Assistance Program,Total Not Newly,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Arkansas,Medical Assistance Program,C-Collections,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
Maine,Administration,Approved MMIS: Inhouse,,7095509,5321632,,,,1773877,2016,"Maine
(45.252223, -68.986647)"
Texas,Medical Assistance Program,Other Care Services,,3536361908,2022788191,2022788191,0,0,1513573717,2016,"Texas
(31.827233, -99.423022)"
Maine,Medical Assistance Program,Rural Health,,9994721,6266239,6266319,-80,0,3728482,2016,"Maine
(45.252223, -68.986647)"
Kentucky,Medical Assistance Program,Nurse Mid-Wife,,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Massachusetts,Medical Assistance Program,T-Case Management - State Wide,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Alabama,Medical Assistance Program,Medicaid MCO - Evaluation and Management,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Guam,Medical Assistance Program,T-Clinic Services,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
New York,Medical Assistance Program,Freestanding Birth Center,,0,0,0,0,0,0,2016,"New York
(42.826892, -75.544286)"
Ohio,Administration,Preadmission Screening,,569875,427405,,,,142470,2016,"Ohio
(40.056807, -82.405897)"
Maine,Medical Assistance Program,C-Prescribed Drugs,,2932769,2842617,2842617,0,0,90152,2016,"Maine
(45.252223, -68.986647)"
Utah,Administration,Resident Review,,1072290,804225,,,,268065,2016,"Utah
(39.359772, -111.584173)"
California,Medical Assistance Program,Outpatient Hospital Services - Reg. Payments,,626749358,548673096,548787972,-114876,0,78076262,2016,"California
(37.640735, -121.002435)"
Alabama,Medical Assistance Program,C-Balance,,109392882,117985541,117985541,0,0,-8592659,2016,"Alabama
(32.839182, -86.631125)"
Tennessee,Administration,Recovery Audit Contractors State Administration,,5070118,2535061,,,,2535057,2016,"Tennessee
(35.681402, -85.774444)"
Hawaii,Medical Assistance Program,Intermediate Care - Private,,9412470,5084311,5084311,0,0,4328159,2016,"Hawaii
(21.30992, -157.858158)"
Montana,Medical Assistance Program,"T-Services for Speech, Hearing & Language",,0,0,0,0,0,0,2016,"Montana
(47.062617, -109.430168)"
South Dakota,Medical Assistance Program,T-Increased ACA OFFSET - Fee for Service,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
